date,open,high,low,close,volume
20120402,95.4,98.23,94.46,95.64,867406520
20120409,95.31,97.16,93.51,94.18,788866440
20120416,93.52,95.29,91.14,95.0,759080780
20120423,94.55,94.71,91.44,93.95,569173830
20120430,94.47,95.69,90.09,90.42,390694390
20120507,89.0,91.84,86.0,90.99,425411080
20120514,90.39,90.55,75.3,78.19,1155302010
20120521,78.95,83.36,77.8,79.87,979591000
20120528,80.89,84.17,77.95,78.86,986164500
20120604,77.49,83.75,76.25,81.58,895502710
20120611,82.08,84.77,81.5,84.34,382741310
20120618,85.3,87.26,83.38,83.76,591830230
20120625,83.76,86.46,81.92,86.39,543045380
20120702,86.17,92.43,85.76,89.2,644843200
20120709,88.88,91.75,88.37,90.98,529831170
20120716,91.0,92.9,90.11,90.12,438433040
20120723,89.25,90.44,83.01,90.31,767180750
20120730,90.5,91.87,87.4,91.66,567799840
20120806,91.91,95.35,91.4,92.85,595260430
20120813,93.13,94.44,91.72,92.05,448934600
20120820,92.24,95.05,91.12,92.91,522486700
20120827,93.47,95.48,92.48,93.16,497518390
20120903,93.2,95.76,92.22,93.86,532878230
20120910,93.6,98.09,92.4,97.05,581712780
20120917,96.32,96.67,92.62,94.16,921632050
20120924,93.8,94.46,89.45,90.99,523543410
20121001,90.61,93.52,90.61,93.02,475062180
20121008,92.7,93.08,91.25,91.5,343152970
20121015,91.5,94.07,90.95,93.19,360129670
20121022,92.7,94.38,91.36,91.95,357926300
20121029,91.65,92.64,90.2,91.95,289624800
20121105,91.82,91.92,84.82,85.8,379923380
20121112,86.02,86.95,83.75,85.98,386199210
20121119,86.61,89.41,86.1,89.31,317151890
20121126,89.44,91.6,87.3,91.41,504995050
20121203,91.41,94.11,90.84,93.2,417459870
20121210,93.4,94.19,92.68,93.42,291036060
20121217,93.53,96.03,93.01,93.5,316511120
20121224,93.21,93.51,91.6,92.94,166980630
20130107,96.5,99.76,96.12,99.56,273914330
20130114,99.72,103.55,99.19,103.48,425820130
20130121,103.5,103.95,101.92,103.67,424123440
20130128,103.96,110.47,103.93,108.36,714042460
20130204,108.79,110.08,105.01,107.08,398220340
20130211,107.01,111.5,105.05,105.08,477358480
20130218,105.12,109.0,104.38,106.12,355368980
20130225,106.3,107.0,102.6,103.09,327426490
20130304,102.8,105.96,102.15,105.31,247095780
20130311,106.11,107.48,103.75,104.42,346766370
20130318,102.5,103.52,98.86,99.37,559224700
20130325,100.48,101.18,95.35,98.86,477692160
20130401,98.25,101.1,97.75,99.26,355970930
20130408,99.77,103.74,98.16,98.36,323857100
20130415,97.38,97.83,93.7,96.4,386825910
20130422,97.06,99.4,94.0,95.8,378522370
20130429,95.6,103.01,94.6,103.0,233138570
20130506,103.35,105.9,101.62,103.57,248959600
20130513,103.52,105.33,101.8,105.19,336322090
20130520,105.6,111.44,102.38,103.08,462844830
20130527,103.47,104.87,97.75,99.05,364289540
20130603,97.79,101.5,96.3,99.2,408255020
20130610,99.8,100.63,90.37,93.7,373154870
20130617,94.05,96.9,90.1,91.5,389475370
20130624,90.43,94.65,88.54,93.68,433099280
20130701,93.83,95.77,92.32,93.2,305377460
20130708,92.8,98.75,90.75,98.57,386583410
20130715,98.8,101.5,97.66,99.99,448892570
20130722,100.0,100.43,94.75,94.81,412506770
20130729,94.78,97.89,93.66,96.99,288065150
20130805,96.9,97.47,93.32,95.7,246316200
20130812,95.75,98.25,93.57,93.8,315183730
20130819,94.0,94.41,89.8,91.91,399792590
20130826,92.4,92.85,87.75,88.23,332467680
20130902,88.96,95.0,88.53,92.47,467970380
20130909,93.01,96.92,93.01,95.82,453220180
20130916,96.76,103.63,96.71,102.36,531990630
20130923,102.12,102.69,98.58,98.59,402101530
20130930,97.74,100.4,97.1,100.39,384562550
20131007,99.7,104.36,99.12,102.87,501239790
20131014,102.4,105.64,101.71,105.14,452518970
20131021,105.56,105.95,102.02,102.99,360457570
20131028,103.6,104.18,101.7,103.65,369884500
20131104,104.06,104.43,101.57,101.86,292743020
20131111,102.51,104.98,101.11,103.69,492041250
20131118,103.99,106.8,103.6,105.1,420431910
20131125,105.51,106.2,101.84,103.07,390969850
20131202,103.16,103.66,97.88,99.9,483754820
20131209,100.32,101.39,98.44,98.94,455785520
20131216,98.4,102.3,98.12,102.2,400683300
20131223,102.45,102.83,100.65,100.68,188881810
20131230,100.51,101.39,100.45,101.17,34310640
20140106,100.2,100.31,97.52,99.2,171953390
20140113,99.3,101.64,98.51,101.17,350270230
20140120,100.99,102.92,99.63,99.7,366432360
20140127,98.62,99.11,94.4,94.7,538603210
20140203,94.95,97.36,93.25,96.53,419853470
20140210,96.94,97.14,95.3,96.65,319612390
20140217,97.1,98.08,93.61,95.0,315340200
20140224,95.0,95.48,88.87,91.16,455652470
20140303,85.5,86.84,74.96,79.99,1447441480
20140310,79.05,79.75,65.33,71.75,981085590
20140317,72.5,82.6,71.87,78.47,1300974240
20140324,78.47,84.34,77.34,81.47,990669660
20140331,81.39,84.68,80.85,82.98,751345750
20140407,81.88,81.88,77.65,79.75,894328000
20140414,79.11,79.4,73.62,78.82,969322960
20140421,78.8,78.8,69.56,69.91,900555280
20140428,69.0,74.66,67.9,72.22,740209230
20140505,71.35,80.37,71.01,78.8,716635510
20140512,78.79,82.3,77.73,79.2,807048370
20140519,79.3,85.98,79.17,85.83,790676610
20140526,86.0,87.62,83.73,84.5,622784480
20140602,84.76,89.18,84.66,89.0,638862370
20140609,89.3,89.6,87.87,89.0,238675460
20140616,84.5,85.72,83.12,84.16,528314490
20140623,84.23,86.6,83.41,84.33,521145850
20140630,84.5,86.5,83.03,84.0,401481040
20140707,84.08,86.69,83.37,84.55,444042500
20140714,84.65,85.19,79.59,80.27,529862010
20140721,80.31,80.4,75.0,75.16,642211340
20140728,74.51,75.83,71.52,72.37,798808550
20140804,72.8,73.59,66.1,70.7,879354410
20140811,72.01,76.0,72.01,75.37,740335380
20140818,75.18,78.89,74.77,78.45,556515270
20140825,78.53,79.69,72.56,73.21,703373300
20140901,73.51,81.3,72.52,80.25,864095580
20140908,80.25,80.39,75.13,76.65,599258760
20140915,76.3,79.3,75.45,77.4,644431440
20140922,77.2,80.15,75.89,77.6,538428780
20140929,77.98,78.38,72.57,73.77,632330210
20141006,74.36,76.6,72.06,73.5,640897040
20141013,72.8,75.36,70.95,73.15,674751940
20141020,73.4,73.93,70.85,72.49,545946830
20141027,73.2,76.84,72.25,76.23,656881280
20141103,76.07,77.65,74.41,75.69,455783450
20141110,76.36,78.7,73.1,74.15,622676010
20141117,73.61,75.54,72.93,74.39,498655410
20141124,74.88,75.4,71.42,72.25,452936590
20141201,71.9,74.47,68.4,68.6,710828240
20141208,69.17,69.67,62.61,64.2,884532510
20141215,64.0,65.8,47.21,61.44,1630864260
20141222,63.27,64.2,51.51,57.13,877229950
20141229,57.01,58.29,51.6,54.9,234106350
20150105,54.02,67.77,53.58,63.1,428659520
20150112,62.2,63.84,59.25,61.99,747280210
20150119,61.59,66.72,60.27,64.45,688612920
